Basin,CycloneID,Longitude,Latitude,DateTime,WindSpeed,PressureDrop,Pressure
ATLN,200304L,-58.6,12.9,2003070715,33.0,0.0,1010.0
ATLN,200304L,-59.8,13.2,2003070718,35.0,0.0,1010.0
ATLN,200304L,-60.9,13.4,2003070721,35.0,0.0,1010.0
ATLN,200304L,-67.6,14.4,2003070812,40.0,0.0,1009.0
ATLN,200304L,-68.8,14.6,2003070815,43.0,0.0,1008.0
ATLN,200304L,-70.0,14.8,2003070818,45.0,0.0,1006.0
ATLN,200304L,-71.0,14.9,2003070821,48.0,0.0,1004.0
ATLN,200304L,-76.5,15.3,2003070912,55.0,0.0,1004.0
ATLN,200304L,-77.5,15.6,2003070915,55.0,0.0,1003.0
ATLN,200304L,-79.4,16.0,2003070921,55.0,0.0,1002.0
ATLN,200304L,-80.3,16.1,2003071000,55.0,0.0,1002.0
ATLN,200304L,-82.8,17.5,2003071012,70.0,0.0,988.0
ATLN,200304L,-83.4,18.1,2003071015,63.0,0.0,996.0
ATLN,200304L,-84.1,18.6,2003071018,55.0,0.0,1003.0
ATLN,200304L,-84.8,19.1,2003071021,53.0,0.0,1007.0
ATLN,200304L,-85.5,19.7,2003071100,50.0,0.0,1010.0
ATLN,200304L,-87.2,21.1,2003071112,50.0,0.0,1009.0
ATLN,200304L,-87.7,21.5,2003071115,48.0,0.0,1009.0
ATLN,200304L,-88.2,21.8,2003071118,45.0,0.0,1009.0
ATLN,200304L,-88.7,22.2,2003071121,45.0,0.0,1009.0
ATLN,200304L,-89.2,22.6,2003071200,45.0,0.0,1008.0
ATLN,200304L,-90.7,23.9,2003071212,45.0,0.0,1006.0
ATLN,200304L,-90.8,24.3,2003071215,45.0,0.0,1007.0
ATLN,200304L,-90.9,24.6,2003071218,45.0,0.0,1008.0
ATLN,200304L,-91.2,24.8,2003071221,45.0,0.0,1006.0
ATLN,200304L,-91.5,24.9,2003071300,45.0,0.0,1003.0
ATLN,200304L,-92.1,25.1,2003071312,50.0,0.0,999.0
ATLN,200304L,-92.2,25.2,2003071315,50.0,0.0,997.0
ATLN,200304L,-92.2,25.3,2003071318,50.0,0.0,995.0
ATLN,200304L,-92.2,25.5,2003071321,53.0,0.0,993.0
ATLN,200304L,-92.2,25.6,2003071400,55.0,0.0,991.0
ATLN,200304L,-92.6,26.7,2003071412,55.0,0.0,991.0
ATLN,200304L,-92.8,27.0,2003071415,58.0,0.0,990.0
ATLN,200304L,-93.0,27.3,2003071418,60.0,0.0,989.0
ATLN,200304L,-93.3,27.5,2003071421,60.0,0.0,989.0
ATLN,200304L,-93.6,27.7,2003071500,60.0,0.0,988.0
ATLN,200304L,-95.5,28.3,2003071512,75.0,0.0,982.0
ATLN,200304L,-96.2,28.5,2003071515,73.0,0.0,983.0
ATLN,200304L,-96.9,28.6,2003071518,70.0,0.0,984.0
ATLN,200304L,-97.6,28.6,2003071521,60.0,0.0,990.0
ATLN,200304L,-98.2,28.5,2003071600,50.0,0.0,995.0
ATLN,200304L,-101.7,29.1,2003071615,35.0,0.0,1005.0
ATLN,200304L,-102.6,29.3,2003071618,35.0,0.0,1007.0
ATLN,200304L,-103.4,29.6,2003071621,33.0,0.0,1011.0
ATLN,200304L,-104.3,29.9,2003071700,30.0,0.0,1014.0
ATLN,200305L,-54.1,30.8,2003071612,25.0,0.0,1017.0
ATLN,200305L,-54.4,31.3,2003071615,28.0,0.0,1016.0
ATLN,200305L,-54.7,31.7,2003071618,30.0,0.0,1015.0
ATLN,200305L,-55.0,32.1,2003071621,33.0,0.0,1014.0
ATLN,200305L,-56.0,33.9,2003071709,48.0,0.0,1010.0
ATLN,200305L,-56.4,34.4,2003071712,50.0,0.0,1009.0
ATLN,200305L,-56.5,34.8,2003071715,53.0,0.0,1009.0
ATLN,200305L,-56.6,35.3,2003071718,55.0,0.0,1008.0
ATLN,200305L,-56.5,35.8,2003071721,55.0,0.0,1008.0
ATLN,200305L,-55.5,37.6,2003071809,58.0,0.0,1005.0
ATLN,200305L,-54.9,38.1,2003071812,60.0,0.0,1003.0
ATLN,200305L,-54.1,38.7,2003071815,63.0,0.0,1003.0
ATLN,200305L,-53.4,39.2,2003071818,65.0,0.0,1002.0
ATLN,200305L,-52.5,39.7,2003071821,65.0,0.0,1002.0
ATLN,200305L,-48.9,41.6,2003071909,65.0,0.0,1001.0
ATLN,200305L,-47.8,42.1,2003071912,65.0,0.0,1001.0
ATLN,200305L,-46.8,42.4,2003071915,63.0,0.0,1002.0
ATLN,200305L,-45.8,42.7,2003071918,60.0,0.0,1003.0
ATLN,200305L,-44.9,42.7,2003071921,58.0,0.0,1004.0
ATLN,200305L,-41.5,42.2,2003072009,43.0,0.0,1008.0
ATLN,200305L,-40.7,41.9,2003072012,40.0,0.0,1008.0
ATLN,200305L,-40.0,41.4,2003072015,35.0,0.0,1009.0
ATLN,200305L,-39.2,40.9,2003072018,30.0,0.0,1009.0
ATLN,200305L,-38.5,40.3,2003072021,30.0,0.0,1009.0
ATLN,200305L,-36.5,38.3,2003072109,28.0,0.0,1011.0
ATLN,200305L,-36.3,37.9,2003072112,25.0,0.0,1011.0
ATLN,200305L,-36.1,37.5,2003072115,25.0,0.0,1012.0
ATLN,200305L,-35.9,37.1,2003072118,25.0,0.0,1013.0
ATLN,200305L,-35.8,36.7,2003072121,25.0,0.0,1014.0
ATLN,200305L,-36.5,35.5,2003072209,25.0,0.0,1018.0
ATLN,200305L,-36.7,35.3,2003072212,25.0,0.0,1018.0
ATLN,200305L,-37.0,35.2,2003072215,25.0,0.0,1019.0
ATLN,200305L,-37.2,35.1,2003072218,25.0,0.0,1019.0
ATLN,200305L,-37.5,35.0,2003072221,23.0,0.0,1020.0
ATLN,200305L,-38.8,35.2,2003072309,20.0,0.0,1020.0
ATLN,200305L,-39.0,35.5,2003072312,20.0,0.0,1020.0
ATLN,200305L,-39.5,35.8,2003072315,20.0,0.0,1020.0
ATLN,200305L,-40.0,36.0,2003072318,20.0,0.0,1020.0
ATLN,200305L,-40.3,36.0,2003072321,20.0,0.0,1021.0
ATLN,200305L,-40.3,36.5,2003072409,20.0,0.0,1021.0
ATLN,200305L,-40.0,36.5,2003072412,20.0,0.0,1021.0
ATLN,200305L,-39.8,36.5,2003072415,20.0,0.0,1021.0
ATLN,200305L,-39.5,36.4,2003072418,20.0,0.0,1021.0
ATLN,200305L,-39.2,36.5,2003072421,20.0,0.0,1022.0
ATLN,200305L,-39.1,36.1,2003072509,20.0,0.0,1022.0
ATLN,200305L,-39.0,36.0,2003072512,20.0,0.0,1022.0
ATLN,200305L,-39.0,35.8,2003072515,20.0,0.0,1022.0
ATLN,200305L,-39.0,35.5,2003072518,20.0,0.0,1022.0
ATLN,200305L,-39.3,35.0,2003072521,20.0,0.0,1023.0
ATLN,200305L,-40.3,33.4,2003072609,20.0,0.0,1023.0
ATLN,200305L,-40.5,33.0,2003072612,20.0,0.0,1023.0
ATLN,200305L,-40.8,32.5,2003072615,20.0,0.0,1023.0
ATLN,200305L,-41.0,32.0,2003072618,20.0,0.0,1023.0
ATLN,200305L,-41.5,31.5,2003072621,20.0,0.0,1024.0
ATLN,200306L,-43.5,12.3,2003071918,30.0,0.0,1010.0
ATLN,200306L,-44.4,12.4,2003071921,30.0,0.0,1010.0
ATLN,200306L,-47.9,12.8,2003072009,30.0,0.0,1011.0
ATLN,200306L,-48.8,12.9,2003072012,30.0,0.0,1011.0
ATLN,200306L,-49.8,13.1,2003072015,30.0,0.0,1012.0
ATLN,200306L,-50.9,13.2,2003072018,30.0,0.0,1012.0
ATLN,200306L,-52.0,13.4,2003072021,30.0,0.0,1012.0
ATLN,200306L,-57.4,14.0,2003072112,30.0,0.0,1012.0
ATLN,200307L,-80.1,29.3,2003072512,25.0,0.0,1017.0
ATLN,200307L,-80.3,29.7,2003072515,25.0,0.0,1017.0
ATLN,200307L,-80.5,30.1,2003072518,25.0,0.0,1017.0
ATLN,200307L,-80.7,30.4,2003072521,28.0,0.0,1017.0
ATLN,200307L,-80.8,30.7,2003072600,30.0,0.0,1016.0
ATLN,200307L,-82.0,32.3,2003072612,20.0,0.0,1022.0
ATLN,200307L,-82.3,32.5,2003072615,18.0,0.0,1022.0
ATLN,200307L,-82.6,32.8,2003072618,15.0,0.0,1022.0
ATLN,200307L,-82.8,32.9,2003072621,15.0,0.0,1022.0
ATLN,200307L,-83.0,33.0,2003072700,15.0,0.0,1022.0
ATLN,200308L,-90.5,26.1,2003081512,45.0,0.0,1007.0
ATLN,200308L,-93.5,25.9,2003081521,53.0,0.0,998.0
ATLN,200308L,-94.4,25.9,2003081600,55.0,0.0,995.0
ATLN,200308L,-98.3,25.0,2003081615,50.0,0.0,996.0
ATLN,200308L,-98.9,24.8,2003081618,35.0,0.0,1003.0
ATLN,200308L,-99.6,24.8,2003081621,30.0,0.0,1006.0
ATLN,200309L,-68.2,16.2,2003082212,30.0,0.0,1008.0
ATLN,200310L,-30.7,14.6,2003082718,25.0,0.0,1009.0
ATLN,200310L,-35.2,14.9,2003082809,33.0,0.0,1007.0
ATLN,200310L,-36.2,15.0,2003082812,35.0,0.0,1006.0
ATLN,200310L,-37.2,15.1,2003082815,38.0,0.0,1005.0
ATLN,200310L,-38.2,15.1,2003082818,40.0,0.0,1004.0
ATLN,200310L,-42.5,15.4,2003082909,50.0,0.0,997.0
ATLN,200310L,-43.1,15.5,2003082912,50.0,0.0,997.0
ATLN,200310L,-43.7,15.7,2003082915,55.0,0.0,994.0
ATLN,200310L,-44.3,15.8,2003082918,60.0,0.0,990.0
ATLN,200310L,-45.0,16.1,2003082921,63.0,0.0,989.0
ATLN,200310L,-47.5,16.9,2003083009,78.0,0.0,979.0
ATLN,200310L,-48.0,17.0,2003083012,85.0,0.0,973.0
ATLN,200310L,-48.6,17.1,2003083015,93.0,0.0,967.0
ATLN,200310L,-49.2,17.3,2003083018,100.0,0.0,960.0
ATLN,200310L,-49.8,17.5,2003083021,105.0,0.0,956.0
ATLN,200310L,-52.5,18.0,2003083112,110.0,0.0,952.0
ATLN,200310L,-53.0,18.1,2003083115,113.0,0.0,950.0
ATLN,200310L,-53.5,18.2,2003083118,115.0,0.0,948.0
ATLN,200310L,-53.9,18.3,2003083121,118.0,0.0,947.0
ATLN,200310L,-56.3,18.7,2003090112,120.0,0.0,949.0
ATLN,200310L,-56.8,18.9,2003090115,123.0,0.0,947.0
ATLN,200310L,-57.3,19.0,2003090118,125.0,0.0,944.0
ATLN,200310L,-57.8,19.1,2003090121,125.0,0.0,944.0
ATLN,200310L,-59.9,20.1,2003090212,120.0,0.0,945.0
ATLN,200310L,-60.3,20.3,2003090215,120.0,0.0,946.0
ATLN,200310L,-60.7,20.5,2003090218,120.0,0.0,946.0
ATLN,200310L,-61.0,20.7,2003090221,118.0,0.0,946.0
ATLN,200310L,-62.3,21.9,2003090312,110.0,0.0,945.0
ATLN,200310L,-62.5,22.2,2003090315,110.0,0.0,945.0
ATLN,200310L,-62.8,22.5,2003090318,110.0,0.0,944.0
ATLN,200310L,-62.9,22.9,2003090321,113.0,0.0,942.0
ATLN,200310L,-63.8,24.8,2003090412,105.0,0.0,944.0
ATLN,200310L,-64.0,25.3,2003090415,108.0,0.0,943.0
ATLN,200310L,-64.3,25.8,2003090418,110.0,0.0,941.0
ATLN,200310L,-64.4,26.5,2003090421,113.0,0.0,941.0
ATLN,200310L,-65.3,30.1,2003090512,105.0,0.0,951.0
ATLN,200310L,-65.3,31.0,2003090515,105.0,0.0,951.0
ATLN,200310L,-65.3,31.8,2003090518,105.0,0.0,950.0
ATLN,200310L,-65.0,32.6,2003090521,103.0,0.0,952.0
ATLN,200310L,-62.4,36.0,2003090612,100.0,0.0,957.0
ATLN,200310L,-61.4,36.5,2003090615,100.0,0.0,958.0
ATLN,200310L,-60.4,36.9,2003090618,100.0,0.0,958.0
ATLN,200310L,-59.3,37.4,2003090621,95.0,0.0,960.0
ATLN,200310L,-53.4,40.6,2003090712,80.0,0.0,967.0
ATLN,200310L,-52.0,41.5,2003090715,78.0,0.0,970.0
ATLN,200310L,-50.7,42.3,2003090718,75.0,0.0,972.0
ATLN,200310L,-49.3,43.3,2003090721,73.0,0.0,974.0
ATLN,200310L,-42.8,47.5,2003090809,68.0,0.0,979.0
ATLN,200310L,-40.8,48.7,2003090812,65.0,0.0,980.0
ATLN,200310L,-38.4,50.2,2003090815,65.0,0.0,980.0
ATLN,200310L,-36.0,51.7,2003090818,65.0,0.0,980.0
ATLN,200311L,-92.4,24.3,2003083012,30.0,0.0,1008.0
ATLN,200311L,-92.8,24.6,2003083015,33.0,0.0,1009.0
ATLN,200311L,-93.3,24.9,2003083018,35.0,0.0,1009.0
ATLN,200311L,-93.8,25.4,2003083021,35.0,0.0,1009.0
ATLN,200311L,-94.3,25.8,2003083100,35.0,0.0,1009.0
ATLN,200311L,-95.4,29.8,2003083115,33.0,0.0,1008.0
ATLN,200311L,-95.6,30.1,2003083118,30.0,0.0,1009.0
ATLN,200311L,-96.0,30.5,2003083121,28.0,0.0,1009.0
ATLN,200311L,-96.4,30.9,2003090100,25.0,0.0,1009.0
ATLN,200311L,-96.1,33.1,2003090115,20.0,0.0,1011.0
ATLN,200311L,-95.7,33.6,2003090118,20.0,0.0,1011.0
ATLN,200311L,-95.3,33.9,2003090121,18.0,0.0,1011.0
ATLN,200311L,-95.0,34.1,2003090200,15.0,0.0,1011.0
ATLN,200312L,-87.7,27.4,2003090318,25.0,0.0,1013.0
ATLN,200312L,-87.8,27.5,2003090321,25.0,0.0,1012.0
ATLN,200312L,-87.8,27.6,2003090400,25.0,0.0,1011.0
ATLN,200312L,-87.2,27.8,2003090412,30.0,0.0,1010.0
ATLN,200312L,-86.3,27.8,2003090418,30.0,0.0,1002.0
ATLN,200312L,-86.0,27.7,2003090421,30.0,0.0,1003.0
ATLN,200312L,-85.8,27.6,2003090500,30.0,0.0,1004.0
ATLN,200312L,-84.4,28.1,2003090512,40.0,0.0,997.0
ATLN,200312L,-84.3,28.2,2003090515,45.0,0.0,997.0
ATLN,200312L,-84.2,28.3,2003090518,50.0,0.0,997.0
ATLN,200312L,-84.1,28.1,2003090521,40.0,0.0,1000.0
ATLN,200312L,-81.8,28.4,2003090612,25.0,0.0,1007.0
ATLN,200312L,-81.1,28.8,2003090615,25.0,0.0,1007.0
ATLN,200312L,-80.4,29.2,2003090618,25.0,0.0,1006.0
ATLN,200312L,-80.0,29.6,2003090621,28.0,0.0,1006.0
ATLN,200312L,-78.5,30.8,2003090712,30.0,0.0,1006.0
ATLN,200312L,-78.2,31.1,2003090715,30.0,0.0,1006.0
ATLN,200312L,-77.9,31.3,2003090718,30.0,0.0,1006.0
ATLN,200312L,-77.5,31.5,2003090721,30.0,0.0,1006.0
ATLN,200312L,-75.9,32.5,2003090812,30.0,0.0,1006.0
ATLN,200312L,-75.6,32.7,2003090815,28.0,0.0,1006.0
ATLN,200312L,-75.3,32.9,2003090818,25.0,0.0,1006.0
ATLN,200313L,-33.3,13.8,2003090609,38.0,0.0,1004.0
ATLN,200313L,-33.9,13.6,2003090612,40.0,0.0,1003.0
ATLN,200313L,-34.4,13.5,2003090615,43.0,0.0,1002.0
ATLN,200313L,-34.9,13.4,2003090618,45.0,0.0,1000.0
ATLN,200313L,-36.9,14.2,2003090709,63.0,0.0,989.0
ATLN,200313L,-37.3,14.4,2003090712,65.0,0.0,987.0
ATLN,200313L,-37.9,14.8,2003090715,68.0,0.0,986.0
ATLN,200313L,-38.5,15.2,2003090718,70.0,0.0,984.0
ATLN,200313L,-41.5,16.8,2003090809,103.0,0.0,959.0
ATLN,200313L,-42.0,17.1,2003090812,110.0,0.0,952.0
ATLN,200313L,-42.5,17.4,2003090815,110.0,0.0,952.0
ATLN,200313L,-43.1,17.6,2003090818,110.0,0.0,952.0
ATLN,200313L,-43.6,17.9,2003090821,113.0,0.0,950.0
ATLN,200313L,-45.8,19.1,2003090909,115.0,0.0,948.0
ATLN,200313L,-46.3,19.4,2003090912,115.0,0.0,948.0
ATLN,200313L,-46.8,19.7,2003090915,115.0,0.0,948.0
ATLN,200313L,-47.3,20.0,2003090918,115.0,0.0,948.0
ATLN,200313L,-47.8,20.3,2003090921,113.0,0.0,950.0
ATLN,200313L,-50.4,21.1,2003091012,115.0,0.0,948.0
ATLN,200313L,-50.9,21.1,2003091015,118.0,0.0,945.0
ATLN,200313L,-51.4,21.1,2003091018,120.0,0.0,942.0
ATLN,200313L,-51.8,21.1,2003091021,123.0,0.0,939.0
ATLN,200313L,-53.6,21.4,2003091109,130.0,0.0,930.0
ATLN,200313L,-54.0,21.4,2003091112,135.0,0.0,925.0
ATLN,200313L,-54.4,21.4,2003091115,140.0,0.0,920.0
ATLN,200313L,-54.8,21.5,2003091118,145.0,0.0,915.0
ATLN,200313L,-55.3,21.6,2003091121,143.0,0.0,918.0
ATLN,200313L,-57.4,21.6,2003091212,140.0,0.0,920.0
ATLN,200313L,-57.8,21.6,2003091215,140.0,0.0,920.0
ATLN,200313L,-58.2,21.7,2003091218,140.0,0.0,920.0
ATLN,200313L,-58.7,21.8,2003091221,138.0,0.0,923.0
ATLN,200313L,-61.0,22.1,2003091312,135.0,0.0,935.0
ATLN,200313L,-61.5,22.3,2003091315,138.0,0.0,934.0
ATLN,200313L,-62.1,22.5,2003091318,140.0,0.0,932.0
ATLN,200313L,-62.7,22.7,2003091321,138.0,0.0,934.0
ATLN,200313L,-65.8,23.5,2003091412,135.0,0.0,935.0
ATLN,200313L,-66.4,23.7,2003091415,138.0,0.0,934.0
ATLN,200313L,-67.0,23.9,2003091418,140.0,0.0,933.0
ATLN,200313L,-67.5,24.1,2003091421,135.0,0.0,935.0
ATLN,200313L,-69.4,24.8,2003091512,120.0,0.0,946.0
ATLN,200313L,-69.6,25.1,2003091515,118.0,0.0,948.0
ATLN,200313L,-69.8,25.3,2003091518,115.0,0.0,949.0
ATLN,200313L,-70.0,25.5,2003091521,110.0,0.0,951.0
ATLN,200313L,-70.9,26.8,2003091612,95.0,0.0,959.0
ATLN,200313L,-71.1,27.1,2003091615,95.0,0.0,959.0
ATLN,200313L,-71.2,27.4,2003091618,95.0,0.0,959.0
ATLN,200313L,-71.3,27.8,2003091621,95.0,0.0,958.0
ATLN,200313L,-72.5,29.7,2003091712,90.0,0.0,957.0
ATLN,200313L,-72.8,30.1,2003091715,90.0,0.0,956.0
ATLN,200313L,-73.0,30.6,2003091718,90.0,0.0,955.0
ATLN,200313L,-73.3,31.1,2003091721,90.0,0.0,954.0
ATLN,200313L,-75.2,33.7,2003091812,90.0,0.0,956.0
ATLN,200313L,-75.8,34.4,2003091815,88.0,0.0,957.0
ATLN,200313L,-76.4,35.1,2003091818,85.0,0.0,958.0
ATLN,200313L,-77.1,35.9,2003091821,75.0,0.0,964.0
ATLN,200313L,-80.3,40.9,2003091912,35.0,0.0,997.0
ATLN,200313L,-80.6,42.4,2003091915,33.0,0.0,999.0
ATLN,200313L,-80.9,43.9,2003091918,30.0,0.0,1000.0
ATLN,200313L,-81.0,46.0,2003091921,28.0,0.0,1000.0
ATLN,200314L,-21.9,11.5,2003090809,25.0,0.0,1009.0
ATLN,200314L,-22.2,11.4,2003090812,25.0,0.0,1009.0
ATLN,200314L,-22.4,11.3,2003090815,25.0,0.0,1009.0
ATLN,200314L,-22.6,11.2,2003090818,25.0,0.0,1009.0
ATLN,200314L,-24.0,12.0,2003090909,28.0,0.0,1007.0
ATLN,200314L,-24.4,12.4,2003090912,30.0,0.0,1007.0
ATLN,200314L,-24.6,13.0,2003090915,30.0,0.0,1007.0
ATLN,200314L,-24.9,13.6,2003090918,30.0,0.0,1007.0
ATLN,200314L,-25.1,15.6,2003091009,25.0,0.0,1010.0
ATLN,200314L,-25.2,15.9,2003091012,25.0,0.0,1010.0
ATLN,200315L,-62.4,28.2,2003092412,25.0,0.0,1009.0
ATLN,200315L,-62.3,28.3,2003092415,28.0,0.0,1008.0
ATLN,200315L,-62.2,28.3,2003092418,30.0,0.0,1007.0
ATLN,200315L,-62.1,28.4,2003092421,33.0,0.0,1007.0
ATLN,200315L,-61.4,29.2,2003092512,45.0,0.0,1000.0
ATLN,200315L,-61.5,29.8,2003092515,48.0,0.0,998.0
ATLN,200315L,-61.6,30.4,2003092518,50.0,0.0,996.0
ATLN,200315L,-61.7,30.6,2003092521,53.0,0.0,994.0
ATLN,200315L,-62.0,31.8,2003092612,65.0,0.0,987.0
ATLN,200315L,-62.0,32.1,2003092615,68.0,0.0,987.0
ATLN,200315L,-62.0,32.5,2003092618,70.0,0.0,987.0
ATLN,200315L,-62.0,32.9,2003092621,73.0,0.0,986.0
ATLN,200315L,-62.8,35.2,2003092712,75.0,0.0,979.0
ATLN,200315L,-63.0,35.4,2003092715,83.0,0.0,974.0
ATLN,200315L,-63.2,35.5,2003092718,90.0,0.0,969.0
ATLN,200315L,-63.4,35.9,2003092721,90.0,0.0,970.0
ATLN,200315L,-64.1,38.5,2003092812,90.0,0.0,970.0
ATLN,200315L,-64.1,39.4,2003092815,90.0,0.0,970.0
ATLN,200315L,-64.1,40.2,2003092818,90.0,0.0,970.0
ATLN,200315L,-64.0,41.5,2003092821,88.0,0.0,971.0
ATLN,200316L,-37.7,11.8,2003092518,30.0,0.0,1008.0
ATLN,200316L,-39.8,14.6,2003092609,30.0,0.0,1008.0
ATLN,200316L,-40.2,15.2,2003092612,30.0,0.0,1007.0
ATLN,200316L,-40.6,15.9,2003092615,30.0,0.0,1007.0
ATLN,200316L,-41.0,16.6,2003092618,30.0,0.0,1007.0
ATLN,200316L,-43.4,19.6,2003092709,30.0,0.0,1007.0
ATLN,200316L,-43.8,20.0,2003092712,30.0,0.0,1007.0
ATLN,200316L,-44.0,20.5,2003092715,33.0,0.0,1006.0
ATLN,200316L,-44.2,21.0,2003092718,35.0,0.0,1005.0
ATLN,200316L,-44.0,23.4,2003092809,50.0,0.0,997.0
ATLN,200316L,-43.6,23.9,2003092812,50.0,0.0,997.0
ATLN,200316L,-43.1,24.4,2003092815,50.0,0.0,997.0
ATLN,200316L,-42.6,24.8,2003092818,50.0,0.0,997.0
ATLN,200316L,-39.0,27.8,2003092909,55.0,0.0,993.0
ATLN,200316L,-38.2,28.3,2003092912,55.0,0.0,991.0
ATLN,200316L,-37.5,28.8,2003092915,60.0,0.0,989.0
ATLN,200316L,-36.8,29.2,2003092918,65.0,0.0,987.0
ATLN,200316L,-35.0,31.3,2003093009,55.0,0.0,992.0
ATLN,200316L,-35.1,31.8,2003093012,55.0,0.0,992.0
ATLN,200316L,-35.5,32.2,2003093015,53.0,0.0,994.0
ATLN,200316L,-36.0,32.6,2003093018,50.0,0.0,996.0
ATLN,200316L,-39.0,32.3,2003100109,53.0,0.0,996.0
