Sea_Surface_Temperature,Atmospheric_Pressure,Humidity,Wind_Shear,Vorticity,Latitude,Ocean_Depth,Proximity_to_Coastline,Pre_existing_Disturbance,Cyclone
28.07516249,1001.0905687669,74.5451841,19.57673124,9.64324930195006E-05,10.03564592,273.7618277,0.80087831,1,1
27.13936198,981.1066084,84.38257336,12.54018535,9.89048136874899E-06,10.57292928,458.7196487,0.739561891,1,1
26.57957949,994.6835828,99.42601816,8.630829073,6.88528770035585E-05,20.23239231,156.9368948,1.228216349,1,1
27.47113253,998.9691749,85.34118843,13.03662026,1.35775281551688E-05,21.70604991,194.3510292,0.68651851,1,1
26.16310057,997.7267883,87.10257447,5.248817434,5.36488405384317E-05,9.529915504,340.3277557,0.674366429,1,1
28.76375095,991.6020604,97.46919955,7.062814162,3.74013033497746E-05,7.269470425,466.1121282,1.377339353,1,1
27.03176651,999.7995214,92.68888801,13.32801217,5.53168049438206E-05,9.837045818,91.89624551,1.397215758,1,1
29.60167223,998.9930437,73.56119164,10.23814362,7.39657894926728E-05,22.9422052,449.1888909,1.279875546,1,1
28.56812658,982.5241989,66.46514856,18.47831283,6.2610760667661E-05,5.183941032,95.66219429,1.163501769,1,1
26.02024634,984.8242415,81.94935157,15.37842797,6.69363196527471E-05,9.485386189,370.4806496,0.737249088,1,1
27.30159879,1002.3947421535,85.98531596,17.73835116,6.74732247685326E-05,16.36617207,92.15364552,0.867715803,1,1
27.06080947,987.3196893,98.92042219,10.89646587,8.97444227418258E-05,17.62277252,407.6650866,1.002637093,1,1
28.30761554,994.7755308,67.80971951,15.83678173,3.16733744318813E-05,5.486319329,340.4625332,0.677110679,1,1
29.76183434,1008.6178573101,96.59457561,10.5523805,6.46837857024241E-06,23.56637125,242.6828667,1.466654819,1,1
29.85447991,1005.590284,71.77795568,10.77646593,0.000085858,11.3384401,126.271736,1.056801263,1,1
29.7446191,1000.8808939003,82.8024468,6.457647407,6.34256865364211E-05,24.801077,113.0378069,1.018329652,1,1
29.50949229,1002.2230585326,87.88062964,15.53726126,3.91516593658767E-05,10.87183689,414.21252,1.310113395,1,1
29.46828927,1007.3972165767,80.45369595,12.52274442,0.000080838,17.99927862,365.8850948,1.295792669,1,1
29.56002137,990.1398547,75.02331811,6.409729098,5.99366133946365E-05,5.718845476,259.5191082,1.042644635,1,1
27.14616501,997.7249978,61.22001,5.560222831,8.31470532626675E-05,12.20381283,107.1772307,1.02224326,1,1
29.07997421,986.4746308,84.91561903,6.280211975,9.90976351101773E-06,15.62709263,293.2858047,1.137429902,1,1
28.90436533,1009.2755623839,80.65201393,9.844347094,8.05426885030269E-05,10.41664503,247.5371393,0.578456381,1,1
26.10140297,1008.8794524403,93.43920482,15.43961309,4.38505297193556E-05,8.465886401,120.3966692,0.750242898,1,1
28.19690666,1001.437878,86.40789507,9.199008454,9.57122016630034E-05,19.75793833,299.4593236,1.111720746,1,1
27.67840025,987.4319297,74.23890715,16.36769166,6.36738141982681E-06,7.32145281,70.70118891,0.540728802,1,1
29.42184234,1001.1097357814,78.96695316,6.46751241,5.17035081360991E-05,14.46943542,127.9408415,0.933851649,1,1
27.59401894,998.4755029,85.40374603,5.679560147,4.05881983895148E-05,17.51719831,276.4113164,1.356489841,1,1
28.63477453,984.8880328,62.8227499,14.63628917,7.51857450145407E-06,16.71551163,473.1036086,1.075474178,1,1
27.5526797,999.2986466,78.33011562,13.18425184,9.44391568337699E-05,12.72205276,482.5357537,1.405350642,1,1
26.78316454,982.080839,64.03112006,5.273327385,1.39720812718132E-05,18.66013547,82.03489181,0.81897563,1,1
29.37950124,980.6981581,92.5787393,9.227821622,1.62256586240573E-05,18.93474331,333.0242811,1.377472014,1,1
28.94028418,1004.1044279116,71.2813829,7.661593157,7.63084014058815E-05,21.13669479,495.7273139,0.912617677,1,1
27.48807234,1003.2923888223,73.63214161,18.96135988,8.65492114250861E-05,13.57988055,387.8919805,1.254542874,1,1
26.41249548,1007.0765872004,80.2100949,17.39686199,3.54047120979081E-05,22.91046457,225.1407554,0.510837652,1,1
29.62152791,982.7386003,72.7725455,19.25092951,9.53076789590678E-05,16.46875776,334.3267455,0.948445522,1,1
27.17284309,989.8599364,86.90073824,16.28561794,0.0000802,20.79236286,91.04274637,0.994420305,1,1
26.23023504,996.4858665,77.66122005,18.31556274,3.83369261924475E-05,7.341340329,114.3462569,1.261510632,1,1
28.47287225,983.0336803,63.36427224,15.51453697,1.19124856045984E-05,21.43720119,367.8090022,0.581348781,1,1
26.33935086,1009.599187,74.97083183,10.55963221,0.000082216,23.94497155,493.7004787,1.253378185,1,1
27.50503834,982.5050215,91.08587664,13.37606375,4.53010908784628E-05,23.1270877,100.038867,0.992625104,1,1
26.04541458,994.0598193,62.25213103,6.782268744,0.000016165,17.98420604,385.7201957,1.083368765,1,1
29.84869019,991.2461174,71.42848345,18.02898692,2.6241604659348E-05,24.26445079,55.46951361,1.469878827,1,1
26.17263965,1006.734293,81.10804436,19.89447194,1.20106736498629E-05,16.07708569,486.186141,1.023097844,1,1
28.51759455,1000.8724606695,78.18164259,14.4133712,6.05098596326945E-05,23.02316021,70.45087115,0.78096319,1,1
29.80164594,1006.7079135167,78.22627011,14.30198897,3.13512123832076E-05,8.762423195,258.6642822,0.853352228,1,1
28.33462445,982.3320391,98.97579231,19.79316117,7.13253628318758E-05,15.72192733,189.2874273,1.31379502,1,1
28.73892469,984.8785082,96.43708738,17.33805864,0.000095231,19.51439017,326.0368382,0.918243036,1,1
29.73091393,1005.981917,61.8087468,5.395504618,0.000040764,21.21106662,494.2742582,0.650416891,1,1
28.37652286,991.4267257,98.79657591,17.63178385,8.46412269475581E-05,14.3738632,236.6687761,0.773407072,1,1
26.22550199,1005.9416712877,92.51604037,19.9957651,9.9680499522021E-05,16.10863411,396.0443368,1.44476573,1,1
29.39858956,987.4204431,78.02176541,6.937391227,9.56348475895786E-05,17.12349269,152.8892625,1.171700684,1,1
28.47251296,990.7448815,64.54230369,15.07359793,5.44292315858604E-05,20.44636783,284.0735755,1.3521815,1,1
28.20762736,996.8281391,95.06614411,11.05224299,1.77314467028109E-05,5.575653526,389.8117651,1.120309551,1,1
28.81631907,986.3889248,65.45485902,5.218169985,3.83058180866267E-05,16.79835374,226.5098203,0.937474922,1,1
29.61663478,990.447664,80.55957957,16.75479519,4.26715643205207E-05,17.441734,438.0636689,1.449520624,1,1
26.58829392,1007.7976287549,79.68465172,8.873665825,4.86178968426348E-05,24.60065151,271.6781423,0.82875161,1,1
28.53360342,987.2043686,63.03453312,6.933195829,1.71643547009884E-05,8.03805387,112.4722277,1.140874745,1,1
26.72752034,990.3700185,95.8715364,12.1094246,0.000068418,8.446397424,136.5300585,0.540868616,1,1
26.67574025,988.3577102,67.08041937,6.330538006,1.64604077545571E-05,14.21557536,142.8501733,0.864269861,1,1
28.01366908,1000.7118448589,61.57248559,16.99115598,6.46505370016363E-05,6.635180639,443.1103808,1.420872401,1,1
26.24431184,988.3063294,92.24805119,16.22389536,2.25294968388558E-05,9.186986467,216.7124463,0.984522985,1,1
28.47301909,991.0674092,78.50138865,16.21206407,8.4849042746068E-06,10.04873889,371.0073136,1.395206838,1,1
28.04670977,995.9634046,64.28688045,11.7111855,5.55986403132272E-05,9.849410073,171.1594539,0.877284163,1,1
26.08028479,989.662375,68.45792028,9.912460283,1.63774025228289E-05,22.81054561,317.1166041,1.179102319,1,1
29.15668495,994.953266,63.47681152,13.05659813,6.07499062119835E-05,19.90878948,244.2467958,0.627580303,1,1
27.13510362,990.8924689,85.83668965,13.56167457,3.88291889602954E-05,24.73030498,322.5986687,0.737226792,1,1
26.40712989,984.5857742,69.83830914,7.410220599,2.2723867284874E-05,10.70190337,128.0181179,1.396765425,1,1
26.32093498,995.7353417,76.41587308,19.73567925,1.5643695705965E-05,12.95711198,486.261695,1.365507126,1,1
29.26828828,987.7370848,66.8355035,15.0296483,9.32907189671207E-05,16.13525786,307.2257103,0.779979094,1,1
29.07797173,985.6113125,72.94716946,11.38154658,0.000053223,9.848194648,101.6765711,1.110620042,1,1
27.15452221,997.4371466,66.17450861,12.21710153,0.000055596,6.036470736,201.4719252,0.634414677,1,1
26.25349988,1009.6988069717,72.8941538,17.14811669,2.91908622025576E-05,18.63005444,392.102537,1.095638741,1,1
27.88630475,992.3552274,73.95473066,18.94293716,8.39088437398343E-05,24.30053821,105.9337506,1.230867475,1,1
29.75336183,985.436992,62.65985069,16.11680974,5.95749457520916E-05,21.83657554,112.8975695,1.295267312,1,1
26.80650928,984.9096783,66.57063192,17.2186208,6.8193735966139E-05,15.4613085,211.4737179,1.377200541,1,1
27.56978043,1004.4979831842,77.56539634,10.65416644,4.89545796386126E-05,11.02755748,386.4242211,1.00272039,1,1
26.92885078,1006.9872371982,75.35564885,13.15329292,9.1114850541632E-05,17.48475992,102.6041183,1.439832124,1,1
28.51083221,990.0471684,65.57088291,16.91037784,6.39069118132088E-05,15.66922184,452.2516624,1.288597211,1,1
26.60669952,989.351662,69.93956559,16.15919439,8.18558129989904E-06,16.3977937,393.1064086,1.376765637,1,1
27.36832699,1004.6377191402,64.42526948,17.69678438,1.71114229215383E-05,12.94574581,408.7829146,0.649917427,1,1
26.91700558,1001.6675770518,88.80146146,14.61721449,7.09251022243745E-05,15.85448887,163.3095765,0.845695994,1,1
26.72639087,1007.253517,83.33567179,11.01277125,4.88905513461926E-05,23.94566679,119.0081314,1.086229832,1,1
28.02355472,998.3436271,60.72440735,18.08185863,9.35512368359432E-05,16.30266367,363.4928707,1.422499381,1,1
28.82895454,984.5761713,83.05153441,14.1007257,4.52924137737267E-05,19.72888471,470.4651566,1.425568513,1,1
27.80335749,983.3971414,99.39364796,17.5834713,0.000016843,23.41683765,441.4533629,1.018838057,1,1
28.36510174,991.9700811,62.19046555,10.02795862,8.12710776168111E-05,5.09264046,200.0746273,0.898168694,1,1
28.14958241,1007.5956684924,73.85383977,10.20429803,7.50626185704261E-05,14.04435882,151.0721703,0.952439516,1,1
26.56342808,985.2916096,79.93471091,11.28388174,9.19103606014695E-05,12.24787798,311.2647576,1.132264288,1,1
26.05237783,999.9061212,67.12143867,19.41605476,0.000019123,13.29248247,88.40735064,1.496874252,1,1
28.00878004,997.8615505,62.6830591,16.24940706,0.000024941,22.96108579,142.3128382,0.690687721,1,1
26.14619867,994.1620084,82.59364533,5.985629591,7.8675123586026E-05,14.0657767,285.9756212,0.940762747,1,1
27.60305224,996.7892099,66.20960984,7.728921957,8.68696339962841E-05,23.92230924,217.9891923,0.770744673,1,1
28.57599817,992.2620251,61.01545423,7.342288961,7.30173617405028E-05,18.17847884,62.19319663,0.721972162,1,1
26.92429919,1000.156782,60.78842151,6.56162873,0.000080992,8.570893241,343.7357485,0.738182781,1,1
26.39776557,987.2951657,88.89067727,17.83544702,8.38708871338642E-05,12.94367059,350.6383115,0.704984295,1,1
27.17259092,1006.8900745556,60.52007694,6.282627963,2.47491942388726E-05,5.530644078,131.6459458,1.083041561,1,1
27.6856982,1006.7801513323,92.69774247,10.12726028,2.96452261759728E-05,12.59384816,315.6327241,0.768063641,1,1
28.49659563,992.2823496,82.08188723,11.54189794,3.29742471564822E-05,23.96906614,393.6226074,0.640113176,1,1
29.4738719,994.6229359,95.78208908,16.99782884,4.53952829245772E-05,5.449386166,170.9048117,1.041634215,1,1
28.53391288,987.7366306,65.57424296,17.52395355,9.85182071668375E-05,15.51380365,127.2556786,0.772307327,1,1
26.07356271,1007.4289641968,64.71004332,13.64774713,3.10352459652846E-05,16.08356005,343.1391748,1.329741804,1,1
26.82568509,980.3298749,65.4754252,18.50027963,8.8019557368439E-05,16.94826204,320.2325872,1.165036675,1,1
26.70148511,1007.4323583778,76.750821,10.74707792,5.42971820018696E-05,5.939319336,124.8275159,1.238033616,1,1
26.33119467,998.0945633,69.81396439,10.83943421,3.24259049932165E-05,12.11345433,373.5706573,0.797121716,1,1
28.26561856,994.2815121,86.54684661,19.05244609,7.45943492349738E-05,9.298807572,64.03241078,0.762264044,1,1
28.38031172,981.5427744,79.85464989,13.95264273,3.67531696276113E-05,20.41824407,97.96921391,0.575137782,1,1
28.91275502,994.8647395,87.53609586,11.52241008,2.84081931577151E-05,21.38204635,409.7371455,1.194696471,1,1
27.08858055,997.70692,74.43895588,6.3737311,9.21447896689131E-05,7.736372618,477.6068092,0.946005773,1,1
26.74053172,996.2570284,94.91783344,15.9833733,8.16233090468377E-05,18.17566733,361.524454,1.349195652,1,1
26.99867204,994.6827489,68.84837767,19.81502012,9.46856372702283E-05,5.788536227,367.5088276,1.425248317,1,1
26.72230138,997.0383569,96.6195319,5.509189679,7.12549253884498E-05,10.94698015,465.9782879,1.471058245,1,1
29.77706596,994.2264265,94.48170604,17.66824098,3.53145449581093E-05,21.57830948,66.65343562,1.096269879,1,1
26.92003535,983.6170066,63.07812807,15.44433164,3.72881215579663E-05,19.49533543,79.41035336,0.815290338,1,1
28.15796517,1003.7216949452,72.75010012,14.38837065,8.91678860824378E-05,17.31726376,154.8317636,0.524400782,1,1
29.4803955,980.6380823,94.98806691,12.93405701,9.42114313587251E-05,20.97566472,499.0703497,0.850711816,1,1
29.06875316,992.0579274,79.19502481,14.41258195,8.79993258477022E-05,24.68166938,395.7230362,0.917766782,1,1
27.68542801,1002.1274690477,69.55108583,6.657111697,3.86891049758738E-05,10.74477983,183.3386542,0.733607751,1,1
26.16837276,980.536218,99.50889559,11.41659701,0.000041511,18.59294565,148.2142495,1.449961184,1,1
29.14538006,982.6823301,76.70323103,18.18677461,9.4749542117684E-05,14.34803023,326.0351251,0.667033946,1,1
29.9646745,986.950151,97.70927097,14.74469973,0.000062735,15.25377022,153.8014153,0.676528032,1,1
26.88194484,985.5931479,91.18337894,10.25187889,1.04950542735227E-05,24.3820526,447.7036482,1.427752283,1,1
29.97963129,985.2168575,75.84968076,16.37357714,0.000071122,8.077918127,417.1249062,0.724440572,1,1
26.89527046,996.1092327,83.71759739,13.70129312,1.36912495527867E-05,22.54921725,169.5200192,0.629514921,1,1
29.55499232,1008.6695449469,94.48510469,17.14274112,0.000067248,16.01714741,89.14404196,0.908453213,1,1
27.49075407,987.7926135,88.93680455,12.43813603,1.26993905112266E-05,9.403664039,357.4664436,0.57613086,1,1
29.40482766,994.8543958,79.22346309,13.88611677,8.33446917628892E-05,11.95618416,355.1072687,1.065731964,1,1
27.06811308,1006.3588995907,91.89704086,14.87677752,8.5805264263953E-05,22.34588402,368.7633395,1.337013328,1,1
28.78988585,1000.4042231528,84.74445513,16.29074959,2.0067485002842E-05,22.61741518,442.3295875,0.529247283,1,1
29.303267,983.866096,73.40475417,16.15262384,2.02721901245893E-05,21.35934048,424.4603801,1.007467734,1,1
26.02554349,988.611144,84.67707674,19.71779267,6.50222850665835E-05,10.19607162,335.3025664,1.03998538,1,1
29.11938158,983.2094192,90.4411161,13.11899868,9.64842403666045E-05,11.83744332,334.6798519,1.432028106,1,1
26.41003891,1008.1168546171,87.51542889,6.017555887,3.35915388599475E-05,19.16344177,80.30777066,1.08217046,1,1
27.38353223,998.6274655,61.82968135,18.07305209,9.74814520718527E-05,24.37755711,387.3433243,0.63008624,1,1
29.03305278,980.7376075,60.88494206,9.854153287,5.14211030884433E-05,20.40814836,357.4829195,0.945902706,1,1
27.09450667,1009.9137350047,77.04725209,11.77080536,2.05442630132086E-05,20.89619098,362.1570016,0.720769613,1,1
26.32952418,1000.4149790623,86.18044857,9.098892905,0.000095332,8.021157836,244.5506605,1.44361592,1,1
27.67890927,999.1557784,75.90377592,9.113228035,9.84778765561837E-05,13.18668013,452.3446417,0.729954606,1,1
26.85241882,980.9340225,86.06667302,10.52789516,0.000087114,14.46419813,485.6870426,0.685525516,1,1
29.47449267,1003.2979055838,90.83687379,17.67174842,7.72972791395849E-05,17.52440643,109.060195,0.53252618,1,1
29.68339139,998.4995094,91.86149164,12.22283527,1.61442779514275E-05,7.503715844,358.5043793,0.930305895,1,1
26.80209891,994.7478364,62.56835748,13.72957103,3.05543734213343E-05,20.95118201,189.6628815,0.955220149,1,1
26.04648216,982.1734066,75.69974226,12.19908252,0.000062002,10.83325157,362.7418488,1.360122397,1,1
29.11940396,981.1885648,79.22027789,6.573952676,2.79942765069401E-05,24.73325187,114.1229943,0.998888154,1,1
28.47262294,1001.0739491163,82.38594734,5.146562711,3.60138242831792E-05,15.35423287,89.53992462,0.850626931,1,1
26.13281244,982.3573549,75.87693105,6.990736311,5.8916380584848E-05,18.78929938,410.2640146,0.700150244,1,1
26.66993033,983.1370352,85.45720998,15.5971359,8.00068375843599E-06,23.72424492,73.38707764,1.041296335,1,1
28.83624208,1006.1290737124,88.56347729,17.02592125,3.72477682915666E-05,21.29650227,86.05168087,1.394816656,1,1
28.1903695,1004.5189330989,78.09273138,14.65366543,5.50082527889308E-05,19.63179044,86.73349191,0.560352084,1,1
26.98841294,984.7863404,94.87134266,8.28820981,9.77071993028175E-05,11.73791584,131.9530621,1.289698507,1,1
28.6348311,994.9458715,82.21454204,15.78802667,2.67032004264734E-05,24.92667832,488.656923,1.150325686,1,1
26.7981698,1000.4068472729,62.88793636,5.459787533,2.94798744085653E-05,14.25245913,440.7226274,1.22716907,1,1
28.97082608,992.7648,73.8373997,10.56558144,9.88267085549255E-05,5.802183828,440.1641733,1.078675409,1,1
27.75446168,1001.7577298125,79.46675766,18.10134857,9.05666770810696E-05,13.43441854,174.5725088,1.092350329,1,1
29.64945338,986.3198657,84.91866334,14.4734033,7.46457371294517E-05,7.631353703,372.1212341,1.409032521,1,1
26.71873244,987.1262997,98.85580376,7.714654291,8.616658387011E-05,14.84555713,161.2539835,1.370749901,1,1
27.78122102,995.4445206,74.36933478,13.89426277,2.05347678955772E-05,12.82163073,486.2355451,0.758133433,1,1
28.62694666,989.7557019,90.93892503,6.963104911,0.000097133,14.07579083,156.2227085,0.573496747,1,1
26.67903162,995.5932185,73.48012706,17.43325049,4.59343147478716E-05,9.974285452,327.715244,1.206777217,1,1
26.66816763,985.0285765,61.46685708,16.04603023,6.80614301240715E-05,14.49261752,429.876702,1.305670153,1,1
28.34141746,1006.0481384154,68.2336484,6.678794291,3.0626213094114E-05,6.141737122,289.0262876,1.436605692,1,1
26.15737416,983.6632974,78.08796113,19.00812526,3.50348299727913E-05,15.14469617,68.70778657,0.648343201,1,1
29.94652049,1008.9535608931,60.19759924,19.27717678,6.57163940924725E-05,22.35836589,254.632935,1.015596029,1,1
27.95538632,1000.0059277264,65.58605019,5.449603848,3.42533444511631E-05,19.09361525,140.8340535,1.173432433,1,1
29.87964818,982.8170215,86.90408473,11.65625329,8.7473514165863E-05,8.542995789,361.6816785,1.33811529,1,1
29.77845688,1000.4974408487,79.88699056,14.2677086,0.000087546,16.41219493,63.67417686,1.430948696,1,1
28.758107,1000.2954015733,68.6270061,14.88328205,4.24171185371451E-05,18.02465954,97.96686364,1.157845305,1,1
29.9976549,981.4463612,99.08696737,11.10361941,8.77215777820396E-05,20.64770968,305.1573174,1.238449209,1,1
29.51406225,992.1242096,73.08132646,15.01390078,8.17453644844196E-05,20.2457027,409.016142,0.935583315,1,1
29.27133686,983.6062717,81.77956392,5.086379908,3.58356538405257E-05,12.3292307,228.2777112,1.195467207,1,1
27.55423241,993.4608087,69.50176524,10.59877687,2.65906145899994E-05,6.463918475,321.551867,1.168212799,1,1
28.47796138,993.9048213,75.19143121,17.95000474,5.43127695879407E-05,14.58363755,61.53892961,0.841247828,1,1
27.52078248,991.9646834,83.20689477,13.0040382,0.000062751,20.29766523,415.8435824,1.218123076,1,1
29.82209478,980.5469775,67.83111943,5.113443125,6.65100978446873E-05,22.96061098,159.5670335,1.427034545,1,1
26.24106956,1008.0330808042,74.06490749,6.521312427,5.11578171227009E-05,10.13553135,178.1928059,0.807289965,1,1
29.21210359,996.1748383,72.45230797,14.15500675,7.30343140512034E-05,10.45248001,236.0970957,0.621886093,1,1
26.7245974,1000.433536,67.25753391,12.87745076,7.23593948636311E-05,7.137538462,305.2904988,0.756562784,1,1
29.8517075,994.5063694,92.23970199,13.25339813,9.12419062120782E-06,17.66302751,478.131504,1.10161182,1,1
29.27675544,1006.5261939005,69.12319088,8.180672599,6.30431939408442E-05,13.2205694,427.9375863,1.400023123,1,1
27.41368552,987.1061168,91.22102061,9.122090533,8.31483602587995E-05,13.47476507,350.3974547,0.595535314,1,1
28.4954373,993.5530304,83.46433853,7.520213116,0.000075003,22.25594155,147.53291,0.595714556,1,1
26.09455434,999.259145,84.28376144,13.20046119,0.000027035,12.81811992,317.5143508,0.996766859,1,1
29.95114208,984.0931926,87.80578216,11.06478152,0.000045679,19.35195531,361.5962681,1.491255994,1,1
26.51357716,983.1232895,88.97355269,13.67580376,3.10452633231816E-05,6.58838738,88.54621232,1.394190875,1,1
26.7674693,989.7011469,69.06625609,10.32494459,1.15952650608789E-05,15.38119582,80.42565362,1.300356508,1,1
26.93484833,996.2003574,95.2031635,14.76316054,0.000055631,11.48667506,199.8508609,1.169486955,1,1
29.97655744,999.8551757,82.31133669,15.95975765,4.91945331669532E-05,6.202846852,303.0335671,1.457625285,1,1
26.70121177,1000.7001467246,68.03734755,13.03741527,1.41842627164384E-05,14.00741873,390.273498,0.847571524,1,1
28.6596469,1003.8634988237,97.08711278,8.519631228,0.000042935,8.048320267,496.617576,1.427000968,1,1
28.15982852,1005.2609988313,80.83831909,14.35378532,1.34668210510216E-05,20.10540841,107.4710676,1.32606763,1,1
29.12811235,1001.2623409323,61.44641522,9.546925339,2.99956941415301E-05,12.20272815,89.43923604,1.436957823,1,1
28.21520896,989.1657293,75.87926068,11.70803811,6.20564616692587E-05,15.31358855,463.7263879,0.996963483,1,1
29.96863206,1005.5427487324,68.34042057,18.95892822,1.60548077991202E-05,21.34899417,221.2804821,1.37797432,1,1
29.47222676,1004.1777620035,91.60121745,9.570187087,1.2687331889869E-05,13.05960358,128.0860317,1.194951089,1,1
27.38439891,1009.2683060258,85.63888309,17.33720845,1.75898439104756E-05,22.24028965,465.2407357,0.987061919,1,1
28.42501175,1002.9442940271,66.99354509,12.53849115,0.000042873,7.927479843,215.39049,0.568172309,1,1
26.10324763,984.0549887,98.52460446,13.24294304,9.67531053095559E-05,13.64995757,190.3172599,1.006141863,1,1
27.75804675,983.1699405,85.63305259,8.240572738,6.38608557152938E-05,18.00402185,118.4111839,0.561349627,1,1
29.12304634,993.7940127,62.32655182,19.92299476,1.04891532946548E-05,18.90070458,492.6555164,0.739180104,1,1
26.56899747,983.6415482,72.1310059,6.515687165,7.07553274609425E-05,6.245835963,279.2399577,1.496696854,1,1
29.25588108,998.4565831,72.25014483,14.35843754,5.50689390716069E-05,13.52166768,108.8196695,1.386604215,1,1
27.7991386,985.8386754,74.71037404,11.21194629,8.36161000788531E-05,19.67228761,396.1872021,0.511031264,1,1
27.66461599,994.4403245,60.76769107,8.897198131,7.72275331966028E-05,7.742194115,290.8895592,0.715201872,1,1
26.0484831,987.2360437,99.0349502,17.02305668,9.61597812104982E-05,14.75708088,99.3812894,1.047959489,1,1
27.81750934,1005.3307124822,63.92330323,12.32361706,1.92546231459285E-05,11.49351854,381.8106848,0.976018129,1,1
27.50355314,991.8342884,78.37787074,16.77524816,0.000089748,24.10669373,404.1065238,0.815406896,1,1
28.75253882,993.1280937,70.18682488,17.61307369,8.65050315142087E-06,23.03523984,257.6648591,1.137201477,1,1
28.63741569,1006.8535322212,85.46678729,14.20900377,1.13319438532655E-05,15.36816044,117.5760504,1.237433769,1,1
28.04888768,1000.4068333763,61.66691602,6.271880241,7.30507218659548E-05,6.44168672,82.06552749,0.512108475,1,1
29.82600559,1002.1252507838,74.13005634,9.448033719,3.82218068258557E-05,20.49307062,347.616775,0.685195568,1,1
26.69643734,982.9518695,86.41210879,16.46558993,3.01794106908754E-05,5.418899221,86.97725036,1.467860035,1,1
27.18177911,1003.0766944352,84.98654275,10.72909459,2.45402899085777E-05,7.427728363,326.7558356,1.274633781,1,1
28.57561701,995.909064,61.67804894,19.52733166,8.08778482071846E-05,10.85644073,490.9866482,1.10188159,1,1
28.32969063,1002.4421953829,92.47079152,14.84717911,1.7169095904789E-05,11.76535012,467.6376381,0.724615612,1,1
27.4886681,992.9623065,77.57619959,14.19409374,9.45922045857472E-05,9.813854237,104.6756193,0.69747049,1,1
29.5476996,999.3743244,71.43627157,17.23920408,8.68301496545264E-05,21.93028677,463.5169401,0.75224102,1,1
29.02016772,993.8161849,93.67994212,15.92736016,7.87625074174738E-05,18.12323675,129.8429463,1.045026919,1,1
29.93867896,1008.1216419949,61.72694943,7.472222236,1.75142334781834E-05,19.5195982,418.0033984,0.713511366,1,1
28.02341077,1005.2210908403,89.31206179,13.13355808,0.000061083,15.16721094,183.8968031,1.065021993,1,1
28.75554121,1006.1996874758,85.45165416,16.41682306,2.02068053206844E-05,14.23114949,54.19922892,0.746678865,1,1
28.90584686,1009.7542985405,63.96712398,11.02241474,8.10067420264202E-05,9.080712693,299.7882272,1.233071296,1,1
28.4639418,985.640742,74.21538275,16.75687677,5.76515188425416E-05,5.104592271,392.445842,0.535311355,1,1
28.98293513,986.0744168,98.3229392,10.51911127,3.60585035521175E-05,7.977761007,187.521897,1.376650762,1,1
29.98533735,991.0492859,77.94442524,15.83106407,8.91885991441821E-05,16.86088668,226.1865642,0.912621841,1,1
28.78247259,980.0965479,84.7835735,10.33239516,8.0448746471323E-05,6.859812797,314.6910201,0.98097289,1,1
28.5693021,981.9456078,83.1993515,13.42226882,5.82627089695362E-05,17.06975333,354.4105718,1.304989,1,1
27.07928288,1004.7514823054,79.93022729,6.155874187,1.0562338278178E-05,11.68476637,403.2036397,1.207680935,1,1
